Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User prof,Chrome 126.0.0.0,,,09-07-2024 14:26:36,09-07-2024 14:27:17,41.426s,PASSED
,,,,,,,
Test Cases/Login/Log,Chrome 126.0.0.0,,,09-07-2024 14:26:36,09-07-2024 14:27:11,34.577s,PASSED
"url = ""https://gpstqa-new.dipostar.org/dipo/""",Chrome 126.0.0.0,,,09-07-2024 14:26:36,09-07-2024 14:26:36,0.004s,PASSED
openBrowser(url),Chrome 126.0.0.0,,,09-07-2024 14:26:36,09-07-2024 14:26:47,10.385s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,09-07-2024 14:26:47,09-07-2024 14:26:47,0.053s,PASSED
delay(3),Chrome 126.0.0.0,,,09-07-2024 14:26:47,09-07-2024 14:26:50,3.049s,PASSED
"username = ""Home page/username""",Chrome 126.0.0.0,,,09-07-2024 14:26:50,09-07-2024 14:26:50,0.002s,PASSED
"setText(findTestObject(username), ""aldo"")",Chrome 126.0.0.0,,,09-07-2024 14:26:50,09-07-2024 14:26:51,0.715s,PASSED
delay(3),Chrome 126.0.0.0,,,09-07-2024 14:26:51,09-07-2024 14:26:54,3.005s,PASSED
"password = ""Home page/Passw""",Chrome 126.0.0.0,,,09-07-2024 14:26:54,09-07-2024 14:26:54,0.002s,PASSED
"setText(findTestObject(password), ""indocyber"")",Chrome 126.0.0.0,,,09-07-2024 14:26:54,09-07-2024 14:26:54,0.615s,PASSED
"click(findTestObject(""Home page/Buton login""))",Chrome 126.0.0.0,,,09-07-2024 14:26:54,09-07-2024 14:26:54,0.314s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"")",Chrome 126.0.0.0,,,09-07-2024 14:26:54,09-07-2024 14:27:11,16.045s,PASSED
,,,,,,,
Test Cases/User profile/User manag,Chrome 126.0.0.0,,,09-07-2024 14:27:11,09-07-2024 14:27:17,6.646s,PASSED
"click(findTestObject(""usermanagement/User prof""))",Chrome 126.0.0.0,,,09-07-2024 14:27:11,09-07-2024 14:27:11,0.349s,PASSED
"click(findTestObject(""usermanagement/User manag""))",Chrome 126.0.0.0,,,09-07-2024 14:27:11,09-07-2024 14:27:12,0.545s,PASSED
"setText(findTestObject(""usermanagement/Text search""), ""kevin"")",Chrome 126.0.0.0,,,09-07-2024 14:27:12,09-07-2024 14:27:15,3.043s,PASSED
"click(findTestObject(""usermanagement/button search""))",Chrome 126.0.0.0,,,09-07-2024 14:27:15,09-07-2024 14:27:15,0.318s,PASSED
"takeScreenshotAsCheckpoint(""menampilkan hal user management"")",Chrome 126.0.0.0,,,09-07-2024 14:27:15,09-07-2024 14:27:17,2.309s,PASSED
