Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 126.0.0.0,,,03-07-2024 11:46:19,03-07-2024 11:47:44,1m - 24.930s,FAILED
,,,,,,,
Test Cases/Login/Login cek pass,Chrome 126.0.0.0,,,03-07-2024 11:46:19,03-07-2024 11:46:43,23.741s,PASSED
"openBrowser(""https://gpstqa-new.dipostar.org/dipo/"")",Chrome 126.0.0.0,,,03-07-2024 11:46:20,03-07-2024 11:46:31,10.969s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,03-07-2024 11:46:31,03-07-2024 11:46:31,0.199s,PASSED
"setText(findTestObject(""Home page/username""), ""aldo"")",Chrome 126.0.0.0,,,03-07-2024 11:46:31,03-07-2024 11:46:32,0.758s,PASSED
"setText(findTestObject(""Home page/Passw""), ""indocyber"")",Chrome 126.0.0.0,,,03-07-2024 11:46:32,03-07-2024 11:46:32,0.623s,PASSED
"click(findTestObject(""Home page/Cek list""))",Chrome 126.0.0.0,,,03-07-2024 11:46:32,03-07-2024 11:46:33,0.371s,PASSED
"takeScreenshotAsCheckpoint(""menampilkan password"")",Chrome 126.0.0.0,,,03-07-2024 11:46:33,03-07-2024 11:46:43,10.360s,PASSED
,,,,,,,
Test Cases/Login/logot no,Chrome 126.0.0.0,,,03-07-2024 11:47:42,03-07-2024 11:47:44,2.091s,FAILED
"click(findTestObject(""Logout/logot""))",Chrome 126.0.0.0,,,03-07-2024 11:47:42,03-07-2024 11:47:44,2.054s,FAILED
