Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User profile reset pass,Chrome 126.0.0.0,,,03-07-2024 14:57:11,03-07-2024 14:57:58,46.926s,PASSED
,,,,,,,
Test Cases/Login/Log,Chrome 126.0.0.0,,,03-07-2024 14:57:11,03-07-2024 14:57:45,34.485s,PASSED
"aurl = ""https://gpstqa-new.dipostar.org/dipo/""",Chrome 126.0.0.0,,,03-07-2024 14:57:11,03-07-2024 14:57:11,0.004s,PASSED
openBrowser(aurl),Chrome 126.0.0.0,,,03-07-2024 14:57:11,03-07-2024 14:57:19,8.000s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,03-07-2024 14:57:19,03-07-2024 14:57:19,0.050s,PASSED
delay(3),Chrome 126.0.0.0,,,03-07-2024 14:57:19,03-07-2024 14:57:22,3.037s,PASSED
"b = ""Home page/username""",Chrome 126.0.0.0,,,03-07-2024 14:57:22,03-07-2024 14:57:22,0.002s,PASSED
"setText(findTestObject(b), ""aldo"")",Chrome 126.0.0.0,,,03-07-2024 14:57:22,03-07-2024 14:57:23,0.726s,PASSED
delay(3),Chrome 126.0.0.0,,,03-07-2024 14:57:23,03-07-2024 14:57:26,3.008s,PASSED
"c = ""Home page/Passw""",Chrome 126.0.0.0,,,03-07-2024 14:57:26,03-07-2024 14:57:26,0.004s,PASSED
"setEncryptedText(findTestObject(c), ""TRrAuhBZTmGN3YbeoZ5Gng=="")",Chrome 126.0.0.0,,,03-07-2024 14:57:26,03-07-2024 14:57:27,0.511s,PASSED
delay(3),Chrome 126.0.0.0,,,03-07-2024 14:57:27,03-07-2024 14:57:30,3.012s,PASSED
"click(findTestObject(""Home page/Buton login""))",Chrome 126.0.0.0,,,03-07-2024 14:57:30,03-07-2024 14:57:30,0.423s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"", STOP_ON_FAILURE)",Chrome 126.0.0.0,,,03-07-2024 14:57:30,03-07-2024 14:57:45,15.419s,PASSED
,,,,,,,
Test Cases/User profile/Reset passw,Chrome 126.0.0.0,,,03-07-2024 14:57:45,03-07-2024 14:57:58,12.267s,PASSED
"click(findTestObject(""Reset password/Button reset pass""))",Chrome 126.0.0.0,,,03-07-2024 14:57:46,03-07-2024 14:57:46,0.454s,PASSED
"setText(findTestObject(""Reset password/Search text""), ""kevin qa"")",Chrome 126.0.0.0,,,03-07-2024 14:57:46,03-07-2024 14:57:49,3.161s,PASSED
"click(findTestObject(""Reset password/Button search""))",Chrome 126.0.0.0,,,03-07-2024 14:57:49,03-07-2024 14:57:50,0.396s,PASSED
"takeScreenshotAsCheckpoint(""menampilkan pencarian yang dicari"")",Chrome 126.0.0.0,,,03-07-2024 14:57:50,03-07-2024 14:57:52,2.725s,PASSED
"click(findTestObject(""Reset password/Button image ress""))",Chrome 126.0.0.0,,,03-07-2024 14:57:52,03-07-2024 14:57:53,0.401s,PASSED
"takeScreenshotAsCheckpoint(""menampilkan user yang akan di reset pass"")",Chrome 126.0.0.0,,,03-07-2024 14:57:53,03-07-2024 14:57:57,4.581s,PASSED
"click(findTestObject(""Reset password/button close""))",Chrome 126.0.0.0,,,03-07-2024 14:57:57,03-07-2024 14:57:58,0.397s,PASSED
