Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Report,Chrome 126.0.0.0,,,02-07-2024 14:54:27,02-07-2024 14:56:58,2m - 31.556s,FAILED
,,,,,,,
Test Cases/Login/Login,Chrome 126.0.0.0,,,02-07-2024 14:54:27,02-07-2024 14:54:44,17.136s,PASSED
"aurl = ""https://gpstqa-new.dipostar.org/dipo/""",Chrome 126.0.0.0,,,02-07-2024 14:54:27,02-07-2024 14:54:27,0.005s,PASSED
openBrowser(aurl),Chrome 126.0.0.0,,,02-07-2024 14:54:27,02-07-2024 14:54:35,8.166s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,02-07-2024 14:54:35,02-07-2024 14:54:35,0.064s,PASSED
"b = ""Home page/input__username""",Chrome 126.0.0.0,,,02-07-2024 14:54:35,02-07-2024 14:54:35,0.005s,PASSED
"setText(findTestObject(b), ""aldo"")",Chrome 126.0.0.0,,,02-07-2024 14:54:35,02-07-2024 14:54:36,0.779s,PASSED
"c = ""Home page/input__password""",Chrome 126.0.0.0,,,02-07-2024 14:54:36,02-07-2024 14:54:36,0.000s,PASSED
"setEncryptedText(findTestObject(c), ""TRrAuhBZTmGN3YbeoZ5Gng=="")",Chrome 126.0.0.0,,,02-07-2024 14:54:36,02-07-2024 14:54:37,0.354s,PASSED
"click(findTestObject(""Home page/btn_Login""))",Chrome 126.0.0.0,,,02-07-2024 14:54:37,02-07-2024 14:54:37,0.347s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"", STOP_ON_FAILURE)",Chrome 126.0.0.0,,,02-07-2024 14:54:37,02-07-2024 14:54:44,7.072s,PASSED
,,,,,,,
Test Cases/Report/Activity performance report,Chrome 126.0.0.0,,,02-07-2024 14:56:57,02-07-2024 14:56:58,0.904s,FAILED
"click(findTestObject(""Report/btn Report""))",Chrome 126.0.0.0,,,02-07-2024 14:56:57,02-07-2024 14:56:58,0.416s,PASSED
"click(findTestObject(""Report/btn activity performance report""))",Chrome 126.0.0.0,,,02-07-2024 14:56:58,02-07-2024 14:56:58,0.446s,FAILED
